"","plant_ID","quadrat_ID","species","length_mm","notes","weight_g"
"1734",1734,119,"Saccharina latissima",325,"","NA"
"1735",1735,119,"Saccharina latissima",298,"","NA"
"1736",1736,119,"Palmaria spp",178,"","NA"
"1737",1737,119,"Palmaria spp",192,"","NA"
"1738",1738,119,"Palmaria spp",101,"","NA"
"1739",1739,119,"Palmaria spp",138,"","NA"
"1740",1740,119,"Palmaria spp",89,"","NA"
"1741",1741,119,"Ulva lactuca",119,"","NA"
"1742",1742,119,"Ulva lactuca",115,"","NA"
"1743",1743,119,"Ulva lactuca",325,"","NA"
"1744",1744,119,"Ulva lactuca",309,"","NA"
"1745",1745,119,"Ulva lactuca",158,"","NA"
"1746",1746,119,"Saccharina groenlandica",152,"","NA"
"1747",1747,119,"Saccharina groenlandica",183,"","NA"
"1748",1748,120,"Ulva spp",262,"","NA"
"1749",1749,120,"Ulva spp",559,"","NA"
"1750",1750,120,"Ulva spp",549,"","NA"
"1751",1751,120,"Ulva spp",446,"","NA"
"1752",1752,120,"Laminaria yezoensis",549,"","NA"
"1753",1753,120,"Palmaria spp",81,"","NA"
"1754",1754,120,"Palmaria spp",69,"","NA"
"1755",1755,120,"Palmaria spp",125,"","NA"
"1756",1756,120,"Palmaria spp",84,"","NA"
"1757",1757,120,"Saccharina latissima",1448,"","NA"
"1758",1758,120,"Saccharina groenlandica",291,"","NA"
"1759",1759,120,"Sargassum spp",524,"","NA"
"1760",1760,120,"Sargassum spp",71,"","NA"
"1761",1761,120,"Fucus distichus",204,"","NA"
"1762",1762,120,"Neorhodomela aculeata",89,"","NA"
"1763",1763,120,"Neorhodomela aculeata",42,"","NA"
"1764",1764,121,"Saccharina spp",208,"","NA"
"1765",1765,121,"Saccharina spp",277,"","NA"
"1766",1766,121,"Saccharina spp",140,"","NA"
"1767",1767,121,"Saccharina spp",174,"","NA"
"1768",1768,121,"Saccharina spp",129,"","NA"
"1769",1769,121,"Neorhodomela aculeata",308,"","NA"
"1770",1770,121,"Neorhodomela aculeata",124,"","NA"
"1771",1771,121,"Neorhodomela aculeata",327,"","NA"
"1772",1772,121,"Neorhodomela aculeata",177,"","NA"
"1773",1773,121,"Neorhodomela aculeata",78,"","NA"
"1774",1774,121,"Sparlingia pertusa",114,"","NA"
"1775",1775,121,"Sparlingia pertusa",74,"","NA"
"1776",1776,121,"Sparlingia pertusa",145,"","NA"
"1777",1777,121,"Sparlingia pertusa",73,"","NA"
"1778",1778,121,"Sparlingia pertusa",182,"","NA"
"1779",1779,121,"Ulva spp",97,"","NA"
"1780",1780,121,"Ulva spp",135,"","NA"
"1781",1781,121,"Ulva spp",75,"","NA"
"1782",1782,121,"Ulva spp",140,"","NA"
"1783",1783,121,"Ulva spp",91,"","NA"
"1784",1784,121,"Polyneura latissima",137,"","NA"
"1785",1785,121,"Polyneura latissima",125,"","NA"
"1786",1786,121,"Polyneura latissima",151,"","NA"
"1787",1787,121,"Polyneura latissima",70,"","NA"
"1788",1788,121,"Polyneura latissima",67,"","NA"
"1789",1789,121,"Corallina vancouveriensis",37,"","NA"
"1790",1790,121,"Corallina vancouveriensis",21,"","NA"
"1791",1791,121,"Corallina vancouveriensis",42,"","NA"
"1792",1792,121,"Corallina vancouveriensis",34,"","NA"
"1793",1793,121,"Corallina vancouveriensis",32,"","NA"
"1794",1794,121,"Palmaria callophyllis",95,"","NA"
"1795",1795,121,"Palmaria callophyllis",85,"","NA"
"1796",1796,121,"Palmaria callophyllis",65,"","NA"
"1797",1797,121,"Palmaria callophyllis",44,"","NA"
"1798",1798,121,"Palmaria callophyllis",40,"","NA"
"1799",1799,121,"Odonthalia spp",136,"","NA"
"1800",1800,121,"Odonthalia spp",126,"","NA"
"1801",1801,121,"Odonthalia spp",95,"","NA"
"1802",1802,121,"Odonthalia spp",81,"","NA"
"1803",1803,121,"Odonthalia spp",155,"","NA"
"1804",1804,121,"Odonthalia spp",145,"","NA"
"1805",1805,121,"Odonthalia spp",140,"","NA"
"1806",1806,121,"Odonthalia spp",84,"","NA"
"1807",1807,121,"Odonthalia spp",200,"","NA"
"1808",1808,121,"Odonthalia spp",158,"","NA"
"1809",1809,121,"Farlowia mollis",48,"","NA"
"1810",1810,121,"Farlowia mollis",45,"","NA"
"1811",1811,121,"Farlowia mollis",32,"","NA"
"1812",1812,121,"Farlowia mollis",43,"","NA"
"1813",1813,121,"Farlowia mollis",40,"","NA"
"1814",1814,122,"Saccharina spp",570,"","NA"
"1815",1815,122,"Saccharina spp",680,"","NA"
"1816",1816,122,"Saccharina spp",1150,"","NA"
"1817",1817,122,"Saccharina spp",1413,"","NA"
"1818",1818,122,"Saccharina spp",415,"","NA"
"1819",1819,123,"Saccharina latissima",125,"","NA"
"1820",1820,123,"Sargassum muticum",186,"","NA"
"1821",1821,123,"Sargassum muticum",157,"","NA"
"1822",1822,123,"Sargassum muticum",120,"","NA"
"1823",1823,123,"Sargassum muticum",190,"","NA"
"1824",1824,123,"Sargassum muticum",127,"","NA"
"1825",1825,123,"Palmaria mollis",75,"","NA"
"1826",1826,123,"Palmaria mollis",51,"","NA"
"1827",1827,123,"Palmaria mollis",93,"","NA"
"1828",1828,123,"Palmaria mollis",50,"","NA"
"1829",1829,123,"Sparlingia pertusa",106,"","NA"
"1830",1830,123,"Sparlingia pertusa",95,"","NA"
"1831",1831,123,"Farlowia mollis",39,"","NA"
"1832",1832,123,"Farlowia mollis",43,"","NA"
"1833",1833,123,"Farlowia mollis",26,"","NA"
"1834",1834,123,"Cumanthamnion decipiens",70,"","NA"
"1835",1835,123,"Cumanthamnion decipiens",107,"","NA"
"1836",1836,123,"Cumanthamnion decipiens",93,"","NA"
"1837",1837,123,"Cumanthamnion decipiens",58,"","NA"
"1838",1838,123,"Cumanthamnion decipiens",77,"","NA"
"1839",1839,124,"Saccharina spp",850,"","NA"
"1840",1840,124,"Neorhodomela aculeata",72,"","NA"
"1841",1841,124,"Neorhodomela aculeata",360,"","NA"
"1842",1842,124,"Neorhodomela aculeata",195,"","NA"
"1843",1843,124,"Sargassum muticum",324,"","NA"
"1844",1844,124,"Sargassum muticum",171,"","NA"
"1845",1845,124,"Sargassum muticum",274,"","NA"
"1846",1846,124,"Sargassum muticum",258,"","NA"
"1847",1847,124,"Sargassum muticum",296,"","NA"
"1848",1848,124,"Sargassum muticum",257,"","NA"
"1849",1849,124,"Sargassum muticum",167,"","NA"
"1850",1850,124,"Sargassum muticum",223,"","NA"
"1851",1851,124,"Sargassum muticum",207,"","NA"
"1852",1852,124,"Odonthalia spp",131,"","NA"
"1853",1853,124,"Odonthalia spp",88,"","NA"
"1854",1854,124,"Odonthalia spp",99,"","NA"
"1855",1855,124,"Odonthalia spp",62,"","NA"
"1856",1856,124,"Odonthalia spp",110,"","NA"
"1857",1857,124,"Odonthalia spp",76,"","NA"
"1858",1858,124,"Sparlingia pertusa",115,"","NA"
"1859",1859,124,"Sparlingia pertusa",166,"","NA"
"1860",1860,124,"Sparlingia pertusa",104,"","NA"
"1861",1861,124,"Sparlingia pertusa",71,"","NA"
"1862",1862,124,"Polyneura latissima",61,"","NA"
"1863",1863,124,"Polyneura latissima",91,"","NA"
"1864",1864,124,"Polyneura latissima",86,"","NA"
"1865",1865,124,"Polyneura latissima",44,"","NA"
"1866",1866,125,"Saccharina spp",1110,"","NA"
"1867",1867,125,"Saccharina spp",550,"","NA"
"1868",1868,125,"Neorhodomela aculeata",135,"","NA"
"1869",1869,125,"Neorhodomela aculeata",36,"","NA"
"1870",1870,125,"Neorhodomela aculeata",72,"","NA"
