"","plant_ID","quadrat_ID","species","length_mm","notes","weight_g","fit","lwr","upr"
"1326",1326,92,"Zostera marina",130,"",NA,NA,NA,NA
"1327",1327,92,"Zostera marina",516,"",NA,NA,NA,NA
"1328",1328,92,"Zostera marina",524,"",NA,NA,NA,NA
"1329",1329,92,"Zostera marina",266,"",NA,NA,NA,NA
"1330",1330,92,"Zostera marina",362,"",NA,NA,NA,NA
"1331",1331,92,"Zostera marina",325,"",NA,NA,NA,NA
"1332",1332,92,"Zostera marina",171,"",NA,NA,NA,NA
"1333",1333,92,"Zostera marina",369,"",NA,NA,NA,NA
"1334",1334,93,"Zostera marina",128,"",NA,NA,NA,NA
"1335",1335,93,"Zostera marina",429,"",NA,NA,NA,NA
"1336",1336,93,"Zostera marina",354,"",NA,NA,NA,NA
"1337",1337,93,"Zostera marina",275,"",NA,NA,NA,NA
"1338",1338,93,"Zostera marina",214,"",NA,NA,NA,NA
"1339",1339,93,"Zostera marina",483,"",NA,NA,NA,NA
"1340",1340,93,"Zostera marina",513,"",NA,NA,NA,NA
"1341",1341,93,"Zostera marina",188,"",NA,NA,NA,NA
"1342",1342,93,"Zostera marina",583,"",NA,NA,NA,NA
"1343",1343,93,"Zostera marina",420,"",NA,NA,NA,NA
"1344",1344,93,"Zostera marina",479,"",NA,NA,NA,NA
"1345",1345,93,"Zostera marina",351,"",NA,NA,NA,NA
"1346",1346,93,"Zostera marina",157,"",NA,NA,NA,NA
"1347",1347,93,"Zostera marina",307,"",NA,NA,NA,NA
"1348",1348,93,"Zostera marina",548,"",NA,NA,NA,NA
"1349",1349,94,"Zostera marina",180,"",NA,NA,NA,NA
"1350",1350,94,"Zostera marina",267,"",NA,NA,NA,NA
"1351",1351,94,"Zostera marina",304,"",NA,NA,NA,NA
"1352",1352,94,"Zostera marina",324,"",NA,NA,NA,NA
"1353",1353,94,"Zostera marina",256,"",NA,NA,NA,NA
"1354",1354,94,"Zostera marina",233,"",NA,NA,NA,NA
"1355",1355,94,"Zostera marina",273,"",NA,NA,NA,NA
"1356",1356,94,"Zostera marina",220,"",NA,NA,NA,NA
"1357",1357,94,"Zostera marina",184,"",NA,NA,NA,NA
"1358",1358,94,"Zostera marina",279,"",NA,NA,NA,NA
"1359",1359,94,"Zostera marina",90,"",NA,NA,NA,NA
"1360",1360,94,"Zostera marina",163,"",NA,NA,NA,NA
"1361",1361,94,"Zostera marina",279,"",NA,NA,NA,NA
"1362",1362,94,"Zostera marina",164,"",NA,NA,NA,NA
"1363",1363,94,"Zostera marina",123,"",NA,NA,NA,NA
"1364",1364,95,"Zostera marina",298,"",NA,NA,NA,NA
"1365",1365,95,"Zostera marina",259,"",NA,NA,NA,NA
"1366",1366,95,"Zostera marina",246,"",NA,NA,NA,NA
"1367",1367,95,"Zostera marina",69,"",NA,NA,NA,NA
"1368",1368,95,"Zostera marina",270,"",NA,NA,NA,NA
"1369",1369,95,"Zostera marina",178,"",NA,NA,NA,NA
"1370",1370,95,"Zostera marina",226,"",NA,NA,NA,NA
"1371",1371,95,"Zostera marina",155,"",NA,NA,NA,NA
"1372",1372,95,"Zostera marina",216,"",NA,NA,NA,NA
"1373",1373,95,"Zostera marina",337,"",NA,NA,NA,NA
"1374",1374,95,"Zostera marina",345,"",NA,NA,NA,NA
"1375",1375,95,"Zostera marina",309,"",NA,NA,NA,NA
"1376",1376,95,"Zostera marina",272,"",NA,NA,NA,NA
"1377",1377,95,"Zostera marina",212,"",NA,NA,NA,NA
"1378",1378,95,"Zostera marina",138,"",NA,NA,NA,NA
"1379",1379,95,"Zostera marina",306,"",NA,NA,NA,NA
"1380",1380,96,"Zostera marina",201,"",NA,NA,NA,NA
"1381",1381,96,"Zostera marina",299,"",NA,NA,NA,NA
"1382",1382,96,"Zostera marina",63,"",NA,NA,NA,NA
"1383",1383,96,"Zostera marina",245,"",NA,NA,NA,NA
"1384",1384,96,"Zostera marina",155,"",NA,NA,NA,NA
"1385",1385,96,"Zostera marina",315,"",NA,NA,NA,NA
"1386",1386,96,"Zostera marina",90,"",NA,NA,NA,NA
"1387",1387,96,"Zostera marina",150,"",NA,NA,NA,NA
"1388",1388,96,"Zostera marina",63,"",NA,NA,NA,NA
"1389",1389,96,"Zostera marina",205,"",NA,NA,NA,NA
"1390",1390,96,"Zostera marina",185,"",NA,NA,NA,NA
"1391",1391,96,"Zostera marina",233,"",NA,NA,NA,NA
"1392",1392,96,"Zostera marina",292,"",NA,NA,NA,NA
"1393",1393,96,"Zostera marina",198,"",NA,NA,NA,NA
"1394",1394,96,"Zostera marina",175,"",NA,NA,NA,NA
"1395",1395,97,"Zostera marina",334,"",NA,NA,NA,NA
"1396",1396,97,"Zostera marina",214,"",NA,NA,NA,NA
"1397",1397,97,"Zostera marina",229,"",NA,NA,NA,NA
"1398",1398,97,"Zostera marina",201,"",NA,NA,NA,NA
"1399",1399,97,"Zostera marina",170,"",NA,NA,NA,NA
"1400",1400,97,"Zostera marina",323,"",NA,NA,NA,NA
"1401",1401,97,"Zostera marina",288,"",NA,NA,NA,NA
"1402",1402,97,"Zostera marina",165,"",NA,NA,NA,NA
"1403",1403,97,"Zostera marina",295,"",NA,NA,NA,NA
"1404",1404,97,"Zostera marina",215,"",NA,NA,NA,NA
"1405",1405,97,"Zostera marina",356,"",NA,NA,NA,NA
"1406",1406,97,"Zostera marina",264,"",NA,NA,NA,NA
"1407",1407,97,"Zostera marina",246,"",NA,NA,NA,NA
"1408",1408,97,"Zostera marina",262,"",NA,NA,NA,NA
"1409",1409,97,"Zostera marina",296,"",NA,NA,NA,NA
"1410",1410,98,"Zostera marina",171,"",NA,NA,NA,NA
"1411",1411,98,"Zostera marina",323,"",NA,NA,NA,NA
"1412",1412,98,"Zostera marina",210,"",NA,NA,NA,NA
"1413",1413,98,"Zostera marina",286,"",NA,NA,NA,NA
"1414",1414,98,"Zostera marina",324,"",NA,NA,NA,NA
"1415",1415,98,"Zostera marina",453,"",NA,NA,NA,NA
"1416",1416,98,"Zostera marina",364,"",NA,NA,NA,NA
"1417",1417,98,"Zostera marina",325,"",NA,NA,NA,NA
"1418",1418,98,"Zostera marina",152,"",NA,NA,NA,NA
"1419",1419,98,"Zostera marina",260,"",NA,NA,NA,NA
"1420",1420,98,"Zostera marina",332,"",NA,NA,NA,NA
"1421",1421,98,"Zostera marina",249,"",NA,NA,NA,NA
"1422",1422,98,"Zostera marina",304,"",NA,NA,NA,NA
"1423",1423,98,"Zostera marina",280,"",NA,NA,NA,NA
"1424",1424,98,"Zostera marina",284,"",NA,NA,NA,NA
"1425",1425,99,"Zostera marina",348,"",NA,NA,NA,NA
"1426",1426,99,"Zostera marina",192,"",NA,NA,NA,NA
"1427",1427,99,"Zostera marina",238,"",NA,NA,NA,NA
"1428",1428,99,"Zostera marina",282,"",NA,NA,NA,NA
"1429",1429,99,"Zostera marina",285,"",NA,NA,NA,NA
"1430",1430,99,"Zostera marina",235,"",NA,NA,NA,NA
"1431",1431,99,"Zostera marina",287,"",NA,NA,NA,NA
"1432",1432,99,"Zostera marina",270,"",NA,NA,NA,NA
"1433",1433,99,"Zostera marina",291,"",NA,NA,NA,NA
"1434",1434,99,"Zostera marina",81,"",NA,NA,NA,NA
"1435",1435,99,"Zostera marina",347,"",NA,NA,NA,NA
"1436",1436,99,"Zostera marina",208,"",NA,NA,NA,NA
"1437",1437,99,"Zostera marina",270,"",NA,NA,NA,NA
"1438",1438,99,"Zostera marina",203,"",NA,NA,NA,NA
"1439",1439,99,"Zostera marina",205,"",NA,NA,NA,NA
"1440",1440,100,"Zostera marina",356,"",NA,NA,NA,NA
"1441",1441,100,"Zostera marina",156,"",NA,NA,NA,NA
"1442",1442,100,"Zostera marina",171,"",NA,NA,NA,NA
"1443",1443,100,"Zostera marina",341,"",NA,NA,NA,NA
"1444",1444,100,"Zostera marina",126,"",NA,NA,NA,NA
"1445",1445,100,"Zostera marina",210,"",NA,NA,NA,NA
"1446",1446,100,"Zostera marina",315,"",NA,NA,NA,NA
"1447",1447,100,"Zostera marina",382,"",NA,NA,NA,NA
"1448",1448,100,"Zostera marina",405,"",NA,NA,NA,NA
"1449",1449,100,"Zostera marina",91,"",NA,NA,NA,NA
"1450",1450,100,"Zostera marina",516,"",NA,NA,NA,NA
"1451",1451,100,"Zostera marina",417,"",NA,NA,NA,NA
"1452",1452,100,"Zostera marina",240,"",NA,NA,NA,NA
"1453",1453,100,"Zostera marina",338,"",NA,NA,NA,NA
"1454",1454,100,"Zostera marina",342,"",NA,NA,NA,NA
"1455",1455,101,"Zostera marina",334,"",NA,NA,NA,NA
"1456",1456,101,"Zostera marina",478,"",NA,NA,NA,NA
"1457",1457,101,"Zostera marina",375,"",NA,NA,NA,NA
"1458",1458,101,"Zostera marina",424,"",NA,NA,NA,NA
"1459",1459,101,"Zostera marina",452,"",NA,NA,NA,NA
"1460",1460,101,"Zostera marina",136,"",NA,NA,NA,NA
"1461",1461,101,"Zostera marina",342,"",NA,NA,NA,NA
"1462",1462,101,"Zostera marina",259,"",NA,NA,NA,NA
"1463",1463,101,"Zostera marina",457,"",NA,NA,NA,NA
"1464",1464,101,"Zostera marina",304,"",NA,NA,NA,NA
"1465",1465,101,"Zostera marina",369,"",NA,NA,NA,NA
"1466",1466,101,"Zostera marina",349,"",NA,NA,NA,NA
"1467",1467,101,"Zostera marina",299,"",NA,NA,NA,NA
"1468",1468,101,"Zostera marina",372,"",NA,NA,NA,NA
"1469",1469,101,"Zostera marina",206,"",NA,NA,NA,NA
"1470",1470,102,"Zostera marina",417,"",NA,NA,NA,NA
"1471",1471,102,"Zostera marina",456,"",NA,NA,NA,NA
"1472",1472,102,"Zostera marina",445,"",NA,NA,NA,NA
"1473",1473,102,"Zostera marina",376,"",NA,NA,NA,NA
"1474",1474,102,"Zostera marina",239,"",NA,NA,NA,NA
"1475",1475,102,"Zostera marina",447,"",NA,NA,NA,NA
"1476",1476,102,"Zostera marina",325,"",NA,NA,NA,NA
"1477",1477,102,"Zostera marina",452,"",NA,NA,NA,NA
"1478",1478,102,"Zostera marina",406,"",NA,NA,NA,NA
"1479",1479,102,"Zostera marina",429,"",NA,NA,NA,NA
"1480",1480,102,"Zostera marina",192,"",NA,NA,NA,NA
"1481",1481,102,"Zostera marina",408,"",NA,NA,NA,NA
"1482",1482,102,"Zostera marina",399,"",NA,NA,NA,NA
"1483",1483,102,"Zostera marina",410,"",NA,NA,NA,NA
"1484",1484,102,"Zostera marina",279,"",NA,NA,NA,NA
"1485",1485,103,"Zostera marina",344,"",NA,NA,NA,NA
"1486",1486,103,"Zostera marina",389,"",NA,NA,NA,NA
"1487",1487,103,"Zostera marina",344,"",NA,NA,NA,NA
"1488",1488,103,"Zostera marina",369,"",NA,NA,NA,NA
"1489",1489,103,"Zostera marina",327,"",NA,NA,NA,NA
"1490",1490,103,"Zostera marina",306,"",NA,NA,NA,NA
"1491",1491,103,"Zostera marina",366,"",NA,NA,NA,NA
"1492",1492,103,"Zostera marina",254,"",NA,NA,NA,NA
"1493",1493,103,"Zostera marina",284,"",NA,NA,NA,NA
"1494",1494,103,"Zostera marina",360,"",NA,NA,NA,NA
"1495",1495,103,"Zostera marina",185,"",NA,NA,NA,NA
"1496",1496,103,"Zostera marina",241,"",NA,NA,NA,NA
"1497",1497,103,"Zostera marina",261,"",NA,NA,NA,NA
"1498",1498,103,"Zostera marina",262,"",NA,NA,NA,NA
"1499",1499,103,"Zostera marina",275,"",NA,NA,NA,NA
"1500",1500,104,"Zostera marina",387,"",NA,NA,NA,NA
"1501",1501,104,"Zostera marina",424,"",NA,NA,NA,NA
"1502",1502,104,"Zostera marina",247,"",NA,NA,NA,NA
"1503",1503,104,"Zostera marina",289,"",NA,NA,NA,NA
"1504",1504,104,"Zostera marina",304,"",NA,NA,NA,NA
"1505",1505,104,"Zostera marina",319,"",NA,NA,NA,NA
"1506",1506,104,"Zostera marina",406,"",NA,NA,NA,NA
"1507",1507,104,"Zostera marina",264,"",NA,NA,NA,NA
"1508",1508,104,"Zostera marina",246,"",NA,NA,NA,NA
"1509",1509,104,"Zostera marina",335,"",NA,NA,NA,NA
"1510",1510,104,"Zostera marina",311,"",NA,NA,NA,NA
"1511",1511,104,"Zostera marina",294,"",NA,NA,NA,NA
"1512",1512,104,"Zostera marina",247,"",NA,NA,NA,NA
"1513",1513,104,"Zostera marina",292,"",NA,NA,NA,NA
"1514",1514,104,"Zostera marina",279,"",NA,NA,NA,NA
"1515",1515,105,"Zostera marina",317,"",NA,NA,NA,NA
"1516",1516,105,"Zostera marina",346,"",NA,NA,NA,NA
"1517",1517,105,"Zostera marina",328,"",NA,NA,NA,NA
"1518",1518,105,"Zostera marina",371,"",NA,NA,NA,NA
"1519",1519,105,"Zostera marina",379,"",NA,NA,NA,NA
"1520",1520,105,"Zostera marina",373,"",NA,NA,NA,NA
"1521",1521,105,"Zostera marina",371,"",NA,NA,NA,NA
"1522",1522,105,"Zostera marina",279,"",NA,NA,NA,NA
"1523",1523,105,"Zostera marina",317,"",NA,NA,NA,NA
"1524",1524,105,"Zostera marina",376,"",NA,NA,NA,NA
"1525",1525,105,"Zostera marina",380,"",NA,NA,NA,NA
"1526",1526,105,"Zostera marina",282,"",NA,NA,NA,NA
"1527",1527,105,"Zostera marina",434,"",NA,NA,NA,NA
"1528",1528,105,"Zostera marina",300,"",NA,NA,NA,NA
"1529",1529,105,"Zostera marina",403,"",NA,NA,NA,NA
"1530",1530,106,"Saccharina spp",939,"",NA,NA,NA,NA
"1531",1531,106,"Saccharina spp",328,"",NA,NA,NA,NA
"1532",1532,106,"Saccharina spp",304,"",NA,NA,NA,NA
"1533",1533,106,"Saccharina spp",336,"",NA,NA,NA,NA
"1534",1534,106,"Stephanocystis",270,"",NA,NA,NA,NA
"1535",1535,106,"Chorda filum",748,"",NA,NA,NA,NA
"1536",1536,106,"Chorda filum",727,"",NA,NA,NA,NA
"1537",1537,106,"Chorda filum",397,"",NA,NA,NA,NA
"1538",1538,106,"Chorda filum",1004,"",NA,NA,NA,NA
"1539",1539,106,"Chorda filum",866,"",NA,NA,NA,NA
"1540",1540,107,"Saccharina spp",374,"",NA,NA,NA,NA
"1541",1541,107,"Saccharina spp",117,"",NA,NA,NA,NA
"1542",1542,107,"Saccharina spp",205,"",NA,NA,NA,NA
"1543",1543,107,"Saccharina spp",173,"",NA,NA,NA,NA
"1544",1544,107,"Chorda filum",1401,"",NA,NA,NA,NA
"1545",1545,107,"Chorda filum",1434,"",NA,NA,NA,NA
"1546",1546,107,"Chorda filum",592,"",NA,NA,NA,NA
"1547",1547,107,"Chorda filum",698,"",NA,NA,NA,NA
"1548",1548,107,"Chorda filum",1022,"",NA,NA,NA,NA
"1549",1549,108,"Chorda filum",633,"",NA,NA,NA,NA
"1550",1550,108,"Chorda filum",1511,"",NA,NA,NA,NA
"1551",1551,108,"Chorda filum",535,"",NA,NA,NA,NA
"1552",1552,108,"Chorda filum",1056,"",NA,NA,NA,NA
"1553",1559,109,"Chorda filum",785,"",NA,NA,NA,NA
"1554",1560,109,"Chorda filum",550,"",NA,NA,NA,NA
"1555",1561,109,"Chorda filum",483,"",NA,NA,NA,NA
"1556",1562,109,"Chorda filum",1074,"",NA,NA,NA,NA
"1557",1563,110,"Saccharina spp",684,"",NA,NA,NA,NA
"1558",1564,110,"Saccharina spp",454,"",NA,NA,NA,NA
"1559",1565,110,"Saccharina spp",236,"",NA,NA,NA,NA
"1560",1566,110,"Saccharina spp",201,"",NA,NA,NA,NA
"1561",1567,110,"Saccharina spp",385,"",NA,NA,NA,NA
"1562",1568,110,"Chorda filum",1170,"",NA,NA,NA,NA
"1563",1569,110,"Chorda filum",745,"",NA,NA,NA,NA
"1564",1570,110,"Chorda filum",902,"",NA,NA,NA,NA
"1565",1571,110,"Chorda filum",889,"",NA,NA,NA,NA
"1566",1572,111,"Zostera marina",661,"",NA,NA,NA,NA
"1567",1573,111,"Zostera marina",389,"",NA,NA,NA,NA
"1568",1574,111,"Zostera marina",604,"",NA,NA,NA,NA
"1569",1575,111,"Zostera marina",402,"",NA,NA,NA,NA
"1570",1576,111,"Zostera marina",511,"",NA,NA,NA,NA
"1571",1577,111,"Zostera marina",866,"",NA,NA,NA,NA
"1572",1578,111,"Zostera marina",403,"",NA,NA,NA,NA
"1573",1579,111,"Zostera marina",424,"",NA,NA,NA,NA
"1574",1580,111,"Zostera marina",347,"",NA,NA,NA,NA
"1575",1581,111,"Zostera marina",345,"",NA,NA,NA,NA
"1576",1582,111,"Zostera marina",559,"",NA,NA,NA,NA
"1577",1588,111,"Fucus distichus",72,"",NA,NA,NA,NA
"1578",1589,111,"Fucus distichus",143,"",NA,NA,NA,NA
"1579",1590,111,"Fucus distichus",83,"",NA,NA,NA,NA
"1580",1591,111,"Fucus distichus",91,"",NA,NA,NA,NA
"1581",1592,111,"Neorhodomela aculeata",126,"",NA,NA,NA,NA
"1582",1593,111,"Neorhodomela aculeata",119,"",NA,NA,NA,NA
"1583",1594,111,"Neorhodomela aculeata",70,"",NA,NA,NA,NA
"1584",1595,111,"Neorhodomela aculeata",105,"",NA,NA,NA,NA
"1585",1596,111,"Neorhodomela aculeata",113,"",NA,NA,NA,NA
"1586",1597,111,"Neorhodomela aculeata",59,"",NA,NA,NA,NA
"1587",1598,112,"Fucus distichus",118,"",NA,NA,NA,NA
"1588",1599,112,"Fucus distichus",57,"",NA,NA,NA,NA
"1589",1600,112,"Fucus distichus",76,"",NA,NA,NA,NA
"1590",1605,112,"Zostera marina",528,"",NA,NA,NA,NA
"1591",1606,113,"Fucus distichus",93,"",NA,NA,NA,NA
"1592",1607,113,"Fucus distichus",81,"",NA,NA,NA,NA
"1593",1608,113,"Fucus distichus",74,"",NA,NA,NA,NA
"1594",1609,113,"Neorhodomela aculeata",132,"",NA,NA,NA,NA
"1595",1610,113,"Neorhodomela aculeata",84,"",NA,NA,NA,NA
"1596",1611,113,"Neorhodomela aculeata",102,"",NA,NA,NA,NA
"1597",1615,113,"Zostera marina",557,"",NA,NA,NA,NA
"1598",1616,113,"Zostera marina",634,"",NA,NA,NA,NA
"1599",1617,113,"Zostera marina",562,"",NA,NA,NA,NA
"1600",1618,113,"Zostera marina",442,"",NA,NA,NA,NA
"1601",1619,114,"Fucus distichus",90,"",NA,NA,NA,NA
"1602",1620,114,"Fucus distichus",93,"",NA,NA,NA,NA
"1603",1621,114,"Fucus distichus",125,"",NA,NA,NA,NA
"1604",1622,114,"Laminaria saccharina",192,"This name is currently regarded as a synonym of Saccharina latissima",NA,NA,NA,NA
"1605",1623,114,"Neorhodomela aculeata",208,"",NA,NA,NA,NA
"1606",1624,114,"Neorhodomela aculeata",135,"",NA,NA,NA,NA
"1607",1625,114,"Neorhodomela aculeata",139,"",NA,NA,NA,NA
"1608",1626,114,"Neorhodomela aculeata",134,"",NA,NA,NA,NA
"1609",1627,114,"Neorhodomela aculeata",214,"",NA,NA,NA,NA
"1610",1628,114,"Zostera marina",695,"",NA,NA,NA,NA
"1611",1629,114,"Zostera marina",561,"",NA,NA,NA,NA
"1612",1630,114,"Zostera marina",390,"",NA,NA,NA,NA
"1613",1631,114,"Zostera marina",620,"",NA,NA,NA,NA
"1614",1639,115,"Fucus distichus",92,"",NA,NA,NA,NA
"1615",1640,115,"Fucus distichus",146,"",NA,NA,NA,NA
"1616",1641,115,"Fucus distichus",79,"",NA,NA,NA,NA
"1617",1642,115,"Fucus distichus",91,"",NA,NA,NA,NA
"1618",1643,115,"Fucus distichus",89,"",NA,NA,NA,NA
"1619",1644,115,"Fucus distichus",103,"",NA,NA,NA,NA
"1620",1645,115,"Fucus distichus",52,"",NA,NA,NA,NA
"1621",1646,115,"Laminaria saccharina",132,"This name is currently regarded as a synonym of Saccharina latissima",NA,NA,NA,NA
"1622",1647,115,"Laminaria saccharina",184,"This name is currently regarded as a synonym of Saccharina latissima",NA,NA,NA,NA
"1623",1653,115,"Zostera marina",710,"",NA,NA,NA,NA
"1624",1654,115,"Zostera marina",657,"",NA,NA,NA,NA
"1625",1655,115,"Zostera marina",689,"",NA,NA,NA,NA
"1626",1656,115,"Zostera marina",501,"",NA,NA,NA,NA
"1627",1657,115,"Zostera marina",381,"",NA,NA,NA,NA
"1628",1658,116,"Saccharina latissima",183,"",NA,NA,NA,NA
"1629",1659,116,"Saccharina groenlandica",861,"",NA,NA,NA,NA
"1630",1660,116,"Ulva spp",75,"",NA,NA,NA,NA
"1631",1661,116,"Ulva spp",92,"",NA,NA,NA,NA
"1632",1662,116,"Fucus distichus",132,"",NA,NA,NA,NA
"1633",1663,116,"Fucus distichus",174,"",NA,NA,NA,NA
"1634",1664,116,"Fucus distichus",137,"",NA,NA,NA,NA
"1635",1665,116,"Fucus distichus",269,"",NA,NA,NA,NA
"1636",1666,116,"Fucus distichus",276,"",NA,NA,NA,NA
"1637",1667,116,"Neorhodomela aculeata",194,"",NA,NA,NA,NA
"1638",1668,116,"Neorhodomela aculeata",191,"",NA,NA,NA,NA
"1639",1669,116,"Neorhodomela aculeata",56,"",NA,NA,NA,NA
"1640",1670,116,"Neorhodomela aculeata",143,"",NA,NA,NA,NA
"1641",1671,116,"Neorhodomela aculeata",63,"",NA,NA,NA,NA
"1642",1672,116,"Constantinia spp",104,"",NA,NA,NA,NA
"1643",1673,116,"Palmaria spp",42,"",NA,NA,NA,NA
"1644",1674,116,"Palmaria spp",48,"",NA,NA,NA,NA
"1645",1675,116,"Palmaria spp",51,"",NA,NA,NA,NA
"1646",1676,117,"Neorhodomela aculeata",291,"",NA,NA,NA,NA
"1647",1677,117,"Ulva spp",355,"",NA,NA,NA,NA
"1648",1678,117,"Ulva spp",197,"",NA,NA,NA,NA
"1649",1679,117,"Ulva spp",244,"",NA,NA,NA,NA
"1650",1680,117,"Ulva spp",424,"",NA,NA,NA,NA
"1651",1681,117,"Ulva spp",367,"",NA,NA,NA,NA
"1652",1682,117,"Fucus distichus",283,"",NA,NA,NA,NA
"1653",1683,117,"Fucus distichus",285,"",NA,NA,NA,NA
"1654",1684,117,"Fucus distichus",214,"",NA,NA,NA,NA
"1655",1685,117,"Fucus distichus",206,"",NA,NA,NA,NA
"1656",1686,117,"Fucus distichus",169,"",NA,NA,NA,NA
"1657",1687,117,"Laminaria yezoensis",717,"",NA,NA,NA,NA
"1658",1688,117,"Saccharina groenlandica",729,"",NA,NA,NA,NA
"1659",1689,117,"Palmaria spp",112,"",NA,NA,NA,NA
"1660",1690,117,"Palmaria spp",184,"",NA,NA,NA,NA
"1661",1691,117,"Palmaria spp",72,"",NA,NA,NA,NA
"1662",1692,117,"Palmaria spp",85,"",NA,NA,NA,NA
"1663",1693,117,"Palmaria spp",63,"",NA,NA,NA,NA
"1664",1694,117,"Analipus japonicus",76,"",NA,NA,NA,NA
"1665",1695,117,"Analipus japonicus",101,"",NA,NA,NA,NA
"1666",1696,118,"Fucus distichus",185,"",NA,NA,NA,NA
"1667",1697,118,"Fucus distichus",278,"",NA,NA,NA,NA
"1668",1698,118,"Fucus distichus",283,"",NA,NA,NA,NA
"1669",1699,118,"Sargassum spp",604,"",NA,NA,NA,NA
"1670",1700,118,"Saccharina latissima",1090,"",NA,NA,NA,NA
"1671",1701,118,"Saccharina latissima",593,"",NA,NA,NA,NA
"1672",1702,118,"Saccharina latissima",158,"",NA,NA,NA,NA
"1673",1703,118,"Saccharina latissima",225,"",NA,NA,NA,NA
"1674",1704,118,"Saccharina latissima",301,"",NA,NA,NA,NA
"1675",1705,118,"Saccharina latissima",300,"",NA,NA,NA,NA
"1676",1706,118,"Palmaria spp",96,"",NA,NA,NA,NA
"1677",1707,118,"Palmaria spp",70,"",NA,NA,NA,NA
"1678",1708,118,"Palmaria spp",103,"",NA,NA,NA,NA
"1679",1709,118,"Palmaria spp",56,"",NA,NA,NA,NA
"1680",1710,118,"Palmaria spp",82,"",NA,NA,NA,NA
"1681",1711,118,"Palmaria spp",55,"",NA,NA,NA,NA
"1682",1712,118,"Ulva spp",300,"",NA,NA,NA,NA
"1683",1713,118,"Ulva spp",605,"",NA,NA,NA,NA
"1684",1714,118,"Ulva spp",143,"",NA,NA,NA,NA
"1685",1715,118,"Ulva spp",163,"",NA,NA,NA,NA
"1686",1716,118,"Desmarestia spp",401,"",NA,NA,NA,NA
"1687",1717,118,"Desmarestia spp",422,"",NA,NA,NA,NA
"1688",1718,118,"Neorhodomela aculeata",85,"",NA,NA,NA,NA
"1689",1719,118,"Neorhodomela aculeata",80,"",NA,NA,NA,NA
"1690",1720,118,"Neorhodomela aculeata",85,"",NA,NA,NA,NA
"1691",1721,118,"Neorhodomela aculeata",55,"",NA,NA,NA,NA
"1692",1722,118,"Odonthalia spp",217,"",NA,NA,NA,NA
"1693",1723,118,"Saccharina latissima",567,"",NA,NA,NA,NA
"1694",1724,118,"Saccharina latissima",275,"",NA,NA,NA,NA
"1695",1725,118,"Saccharina latissima",119,"",NA,NA,NA,NA
"1696",1726,119,"Fucus distichus",239,"",NA,NA,NA,NA
"1697",1727,119,"Fucus distichus",295,"",NA,NA,NA,NA
"1698",1728,119,"Fucus distichus",164,"",NA,NA,NA,NA
"1699",1729,119,"Petalonia fascia",159,"",NA,NA,NA,NA
"1700",1730,119,"Petalonia fascia",121,"",NA,NA,NA,NA
"1701",1731,119,"Saccharina latissima",121,"",NA,NA,NA,NA
"1702",1732,119,"Saccharina latissima",102,"",NA,NA,NA,NA
"1703",1733,119,"Saccharina latissima",165,"",NA,NA,NA,NA
"1704",1734,119,"Saccharina latissima",325,"",NA,NA,NA,NA
"1705",1735,119,"Saccharina latissima",298,"",NA,NA,NA,NA
"1706",1736,119,"Palmaria spp",178,"",NA,NA,NA,NA
"1707",1737,119,"Palmaria spp",192,"",NA,NA,NA,NA
"1708",1738,119,"Palmaria spp",101,"",NA,NA,NA,NA
"1709",1739,119,"Palmaria spp",138,"",NA,NA,NA,NA
"1710",1740,119,"Palmaria spp",89,"",NA,NA,NA,NA
"1711",1741,119,"Ulva lactuca",119,"",NA,NA,NA,NA
"1712",1742,119,"Ulva lactuca",115,"",NA,NA,NA,NA
"1713",1743,119,"Ulva lactuca",325,"",NA,NA,NA,NA
"1714",1744,119,"Ulva lactuca",309,"",NA,NA,NA,NA
"1715",1745,119,"Ulva lactuca",158,"",NA,NA,NA,NA
"1716",1746,119,"Saccharina groenlandica",152,"",NA,NA,NA,NA
"1717",1747,119,"Saccharina groenlandica",183,"",NA,NA,NA,NA
"1718",1748,120,"Ulva spp",262,"",NA,NA,NA,NA
"1719",1749,120,"Ulva spp",559,"",NA,NA,NA,NA
"1720",1750,120,"Ulva spp",549,"",NA,NA,NA,NA
"1721",1751,120,"Ulva spp",446,"",NA,NA,NA,NA
"1722",1752,120,"Laminaria yezoensis",549,"",NA,NA,NA,NA
"1723",1753,120,"Palmaria spp",81,"",NA,NA,NA,NA
"1724",1754,120,"Palmaria spp",69,"",NA,NA,NA,NA
"1725",1755,120,"Palmaria spp",125,"",NA,NA,NA,NA
"1726",1756,120,"Palmaria spp",84,"",NA,NA,NA,NA
"1727",1757,120,"Saccharina latissima",1448,"",NA,NA,NA,NA
"1728",1758,120,"Saccharina groenlandica",291,"",NA,NA,NA,NA
"1729",1759,120,"Sargassum spp",524,"",NA,NA,NA,NA
"1730",1760,120,"Sargassum spp",71,"",NA,NA,NA,NA
"1731",1761,120,"Fucus distichus",204,"",NA,NA,NA,NA
"1732",1762,120,"Neorhodomela aculeata",89,"",NA,NA,NA,NA
"1733",1763,120,"Neorhodomela aculeata",42,"",NA,NA,NA,NA
"1734",1764,121,"Saccharina spp",208,"",NA,NA,NA,NA
"1735",1765,121,"Saccharina spp",277,"",NA,NA,NA,NA
"1736",1766,121,"Saccharina spp",140,"",NA,NA,NA,NA
