"","site_name","bay_code","bay_sample","sample_date","quadrat_location_m","quadrat_no","primary_sediment","secondary_sediment","common_name","scientific_name","species_code","size_mm","samplers","notes","year","latitude","longitude"
"517","Port Refugio","REFU","A",20220716,76,8,6,5,"butter clam","Saxidomus gigantea","CLAMBU",55.7,"Jessica","",2022,55.282137,-133.334028
"518","Port Refugio","REFU","A",20220716,76,8,6,5,"butter clam","Saxidomus gigantea","CLAMBU",41.8,"Jessica","",2022,55.282137,-133.334028
"519","Port Refugio","REFU","A",20220716,76,8,6,5,"butter clam","Saxidomus gigantea","CLAMBU",74.4,"Jessica","estimate, smashed by shovel",2022,55.282137,-133.334028
"520","Port Refugio","REFU","A",20220716,76,8,6,5,"butter clam","Saxidomus gigantea","CLAMBU",67.7,"Jessica","",2022,55.282137,-133.334028
"521","Port Refugio","REFU","A",20220716,76,8,6,5,"steamer clam","Protothaca staminea","CLAMST",42.1,"Jessica","",2022,55.282137,-133.334028
"522","Port Refugio","REFU","A",20220716,76,8,6,5,"steamer clam","Protothaca staminea","CLAMST",48.9,"Jessica","",2022,55.282137,-133.334028
"523","Port Refugio","REFU","A",20220716,76,8,6,5,"pointed macoma","Macoma inquinata","CLMPOI",44.3,"Jessica","",2022,55.282137,-133.334028
"524","Port Refugio","REFU","A",20220716,80,9,6,2,"butter clam","Saxidomus gigantea","CLAMBU",72.2,"Jessica","",2022,55.282137,-133.334028
"525","Port Refugio","REFU","A",20220716,80,9,6,2,"steamer clam","Protothaca staminea","CLAMST",50.6,"Jessica","",2022,55.282137,-133.334028
"526","Port Refugio","REFU","A",20220716,96,10,6,2,"butter clam","Saxidomus gigantea","CLAMBU",68.7,"Jessica","",2022,55.282137,-133.334028
"527","Port Refugio","REFU","A",20220716,96,10,6,2,"cockle","Clinocardium nutallii","CLAMCK",40,"Jessica","",2022,55.282137,-133.334028
"528","North Fish Egg Island","NFEI","A",20220717,2,1,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",27.6,"","",2022,55.49709,-133.17
"529","North Fish Egg Island","NFEI","A",20220717,2,1,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",57.7,"","",2022,55.49709,-133.17
"530","North Fish Egg Island","NFEI","A",20220717,2,1,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",33.4,"","",2022,55.49709,-133.17
"531","North Fish Egg Island","NFEI","A",20220717,2,1,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",51.2,"","estimate, smashed by shovel",2022,55.49709,-133.17
"532","North Fish Egg Island","NFEI","A",20220717,2,1,4,3,"pointed macoma","Macoma inquinata","CLMPOI",33.2,"","",2022,55.49709,-133.17
"533","North Fish Egg Island","NFEI","A",20220717,2,1,4,3,"pointed macoma","Macoma inquinata","CLMPOI",31.4,"","",2022,55.49709,-133.17
"534","North Fish Egg Island","NFEI","A",20220717,16,2,4,3,"butter clam","Saxidomus gigantea","CLAMBU",42.9,"","",2022,55.49709,-133.17
"535","North Fish Egg Island","NFEI","A",20220717,16,2,4,3,"butter clam","Saxidomus gigantea","CLAMBU",33.9,"","estimate, smashed by shovel",2022,55.49709,-133.17
"536","North Fish Egg Island","NFEI","A",20220717,16,2,4,3,"butter clam","Saxidomus gigantea","CLAMBU",28.6,"","",2022,55.49709,-133.17
"537","North Fish Egg Island","NFEI","A",20220717,16,2,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",36.4,"","",2022,55.49709,-133.17
"538","North Fish Egg Island","NFEI","A",20220717,16,2,4,3,"pointed macoma","Macoma inquinata","CLMPOI",28,"","",2022,55.49709,-133.17
"539","North Fish Egg Island","NFEI","A",20220717,27,3,4,3,"butter clam","Saxidomus gigantea","CLAMBU",22.8,"","",2022,55.49709,-133.17
"540","North Fish Egg Island","NFEI","A",20220717,27,3,4,3,"steamer clam","Protothaca staminea","CLAMST",47.8,"","",2022,55.49709,-133.17
"541","North Fish Egg Island","NFEI","A",20220717,27,3,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",31.5,"","",2022,55.49709,-133.17
"542","North Fish Egg Island","NFEI","A",20220717,27,3,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",39.2,"","",2022,55.49709,-133.17
"543","North Fish Egg Island","NFEI","A",20220717,34,4,4,3,"cockle","Clinocardium nutallii","CLAMCK",31.7,"","",2022,55.49709,-133.17
"544","North Fish Egg Island","NFEI","A",20220717,34,4,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",40.5,"","",2022,55.49709,-133.17
"545","North Fish Egg Island","NFEI","A",20220717,34,4,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",31.5,"","",2022,55.49709,-133.17
"546","North Fish Egg Island","NFEI","A",20220717,34,4,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",45.9,"","",2022,55.49709,-133.17
"547","North Fish Egg Island","NFEI","A",20220717,50,5,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",43.5,"","",2022,55.49709,-133.17
"548","North Fish Egg Island","NFEI","A",20220717,60,6,4,3,"butter clam","Saxidomus gigantea","CLAMBU",52.9,"","estimate, smashed by shovel",2022,55.49709,-133.17
"549","North Fish Egg Island","NFEI","A",20220717,60,6,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",29.9,"","",2022,55.49709,-133.17
"550","North Fish Egg Island","NFEI","A",20220717,67,7,4,3,"cockle","Clinocardium nutallii","CLAMCK",36.6,"","",2022,55.49709,-133.17
"551","North Fish Egg Island","NFEI","A",20220717,76,8,4,4,"steamer clam","Protothaca staminea","CLAMST",51,"","",2022,55.49709,-133.17
"552","North Fish Egg Island","NFEI","A",20220717,76,8,4,4,"bentnose macoma","Macoma nasuta","CLAMMB",36.6,"","",2022,55.49709,-133.17
"553","North Fish Egg Island","NFEI","A",20220717,76,8,4,4,"bentnose macoma","Macoma nasuta","CLAMMB",38.9,"","",2022,55.49709,-133.17
"554","North Fish Egg Island","NFEI","A",20220717,76,8,4,4,"pointed macoma","Macoma inquinata","CLMPOI",34,"","",2022,55.49709,-133.17
"555","North Fish Egg Island","NFEI","A",20220717,76,8,4,4,"pointed macoma","Macoma inquinata","CLMPOI",32,"","",2022,55.49709,-133.17
"556","North Fish Egg Island","NFEI","A",20220717,80,9,4,3,"cockle","Clinocardium nutallii","CLAMCK",36.7,"","",2022,55.49709,-133.17
"557","North Fish Egg Island","NFEI","A",20220717,80,9,4,3,"bentnose macoma","Macoma nasuta","CLAMMB",34.9,"","",2022,55.49709,-133.17
"558","North Fish Egg Island","NFEI","A",20220717,80,9,4,3,"pointed macoma","Macoma inquinata","CLMPOI",29.9,"","",2022,55.49709,-133.17
"559","North Fish Egg Island","NFEI","A",20220717,96,10,3,4,"butter clam","Saxidomus gigantea","CLAMBU",31.3,"","",2022,55.49709,-133.17
"560","North Fish Egg Island","NFEI","A",20220717,96,10,3,4,"bentnose macoma","Macoma nasuta","CLAMMB",19.8,"","",2022,55.49709,-133.17
"561","North Fish Egg Island","NFEI","A",20220717,96,10,3,4,"bentnose macoma","Macoma nasuta","CLAMMB",48.7,"","",2022,55.49709,-133.17
