"","bay_code","bay_sample","site_code","place_name","latitude","longitude","date_YYYYMMDD","year","trans_loc","bin_loc_transect_m","trans_bin","bin_area_m2","pit_count_bin","pit_count_m2","sed1_type","sed2_type","sed1_no","sed2_no","sed_avg_no","field_collector","notes"
"926","KAGK","A","2017_H_04","Kaguk",55.73361,-133.29,2019-06-06,2019,"outside ","10",1,20,0,0,"sand","cobble",4,8,6,"Bryce, Matt","Sparse cobble 41m-50m"
"927","KAGK","A","2017_H_04","Kaguk",55.73361,-133.29,2019-06-06,2019,"outside ","20",2,20,0,0,"sand","muddy sand",4,3,3.5,"Bryce, Matt","Sparse cobble 41m-50m"
"928","KAGK","A","2017_H_04","Kaguk",55.73361,-133.29,2019-06-06,2019,"outside ","30",3,20,0,0,"sand","sand",4,4,4,"Bryce, Matt","Sparse cobble 41m-50m"
"929","KAGK","A","2017_H_04","Kaguk",55.73361,-133.29,2019-06-06,2019,"outside ","40",4,20,1,0.05,"sand","sand",4,4,4,"Bryce, Matt","Sparse cobble 41m-50m"
"930","KAGK","A","2017_H_04","Kaguk",55.73361,-133.29,2019-06-06,2019,"outside ","50",5,20,1,0.05,"muddy sand","sand",3,4,3.5,"Bryce, Matt","Sparse cobble 41m-50m"
"931","KLWA","A","","Klawock airport",55.577767,-133.0941,2019-05-07,2019,"inside","10",1,20,0,0,"mud","mud",1,1,1,"Becca, Lassie","Last 5m Had Gravel"
"932","KLWA","A","","Klawock airport",55.577767,-133.0941,2019-05-07,2019,"inside","20",2,20,0,0,"mud","mud",1,1,1,"Becca, Lassie","Last 5m Had Gravel"
"933","KLWA","A","","Klawock airport",55.577767,-133.0941,2019-05-07,2019,"inside","30",3,20,0,0,"mud","mud",1,1,1,"Becca, Lassie","Last 5m Had Gravel"
"934","KLWA","A","","Klawock airport",55.577767,-133.0941,2019-05-07,2019,"inside","40",4,20,0,0,"mud","mud",1,1,1,"Becca, Lassie","Last 5m Had Gravel"
"935","KLWA","A","","Klawock airport",55.577767,-133.0941,2019-05-07,2019,"inside","50",5,20,0,0,"mud","mud",1,1,1,"Becca, Lassie","Last 5m Had Gravel"
"936","KLWA","A","","Klawock airport",55.577767,-133.0941,2019-05-07,2019,"edge","10",1,20,0,0,"mud","mud",1,1,1,"Becca, Lassie",NA
"937","KLWA","A","","Klawock airport",55.577767,-133.0941,2019-05-07,2019,"edge","20",2,20,0,0,"mud","mud",1,1,1,"Becca, Lassie",NA
"938","KLWA","A","","Klawock airport",55.577767,-133.0941,2019-05-07,2019,"edge","30",3,20,1,0.05,"mud","mud",1,1,1,"Becca, Lassie",NA
"939","KLWA","A","","Klawock airport",55.577767,-133.0941,2019-05-07,2019,"edge","40",4,20,0,0,"mud","mud",1,1,1,"Becca, Lassie",NA
"940","KLWA","A","","Klawock airport",55.577767,-133.0941,2019-05-07,2019,"edge","50",5,20,3,0.15,"mud","mud",1,1,1,"Becca, Lassie",NA
"941","KLWA","A","","Klawock airport",55.577767,-133.0941,2019-05-07,2019,"outside ","10",1,20,0,0,"mud","mud",1,1,1,"Becca, Lassie",NA
"942","KLWA","A","","Klawock airport",55.577767,-133.0941,2019-05-07,2019,"outside ","20",2,20,0,0,"mud","mud",1,1,1,"Becca, Lassie",NA
"943","KLWA","A","","Klawock airport",55.577767,-133.0941,2019-05-07,2019,"outside ","30",3,20,0,0,"mud","sandy mud",1,2,1.5,"Becca, Lassie",NA
"944","KLWA","A","","Klawock airport",55.577767,-133.0941,2019-05-07,2019,"outside ","40",4,20,0,0,"mud","sandy mud",1,2,1.5,"Becca, Lassie",NA
"945","KLWA","A","","Klawock airport",55.577767,-133.0941,2019-05-07,2019,"outside ","50",5,20,2,0.1,"mud","sandy mud",1,2,1.5,"Becca, Lassie",NA
"946","NATZ","C","2017_L_04","Natzuhini",55.247155,-132.879137,2019-06-16,2019,"inside ","10",1,20,0,0,"muddy sand","muddy sand",3,3,3,"Becca, Adri",NA
"947","NATZ","C","2017_L_04","Natzuhini",55.247155,-132.879137,2019-06-16,2019,"inside ","20",2,20,0,0,"muddy sand","muddy sand",3,3,3,"Becca, Adri",NA
"948","NATZ","C","2017_L_04","Natzuhini",55.247155,-132.879137,2019-06-16,2019,"inside ","30",3,20,0,0,"muddy sand","muddy sand",3,3,3,"Becca, Adri",NA
"949","NATZ","C","2017_L_04","Natzuhini",55.247155,-132.879137,2019-06-16,2019,"inside ","40",4,20,0,0,"muddy sand","muddy sand",3,3,3,"Becca, Adri",NA
"950","NATZ","C","2017_L_04","Natzuhini",55.247155,-132.879137,2019-06-16,2019,"inside ","50",5,20,0,0,"muddy sand","muddy sand",3,3,3,"Becca, Adri",NA
"951","NATZ","C","2017_L_04","Natzuhini",55.247155,-132.879137,2019-06-16,2019,"edge ","10",1,20,2,0.1,"muddy sand","muddy sand",3,3,3,"Becca, Adri","Live clams 0m-10m"
"952","NATZ","C","2017_L_04","Natzuhini",55.247155,-132.879137,2019-06-16,2019,"edge ","20",2,20,0,0,"muddy sand","muddy sand",3,3,3,"Becca, Adri","Live clams 0m-10m"
"953","NATZ","C","2017_L_04","Natzuhini",55.247155,-132.879137,2019-06-16,2019,"edge ","30",3,20,0,0,"muddy sand","muddy sand",3,3,3,"Becca, Adri","Live clams 0m-10m"
"954","NATZ","C","2017_L_04","Natzuhini",55.247155,-132.879137,2019-06-16,2019,"edge ","40",4,20,0,0,"muddy sand","muddy sand",3,3,3,"Becca, Adri","Live clams 0m-10m"
"955","NATZ","C","2017_L_04","Natzuhini",55.247155,-132.879137,2019-06-16,2019,"edge ","50",5,20,0,0,"muddy sand","muddy sand",3,3,3,"Becca, Adri","Live clams 0m-10m"
"956","NATZ","C","2017_L_04","Natzuhini",55.247155,-132.879137,2019-06-16,2019,"outside ","10",1,20,0,0,"sand","sand",4,4,4,"Becca, Adri","Live clams 0m-20m, Sparse cobble throughout"
"957","NATZ","C","2017_L_04","Natzuhini",55.247155,-132.879137,2019-06-16,2019,"outside ","20",2,20,0,0,"sand","sand",4,4,4,"Becca, Adri","Live clams 0m-20m, Sparse cobble throughout"
"958","NATZ","C","2017_L_04","Natzuhini",55.247155,-132.879137,2019-06-16,2019,"outside ","30",3,20,0,0,"sand","sand",4,4,4,"Becca, Adri","Live clams 0m-20m, Sparse cobble throughout"
"959","NATZ","C","2017_L_04","Natzuhini",55.247155,-132.879137,2019-06-16,2019,"outside ","40",4,20,0,0,"sand","sand",4,4,4,"Becca, Adri","Live clams 0m-20m, Sparse cobble throughout"
"960","NATZ","C","2017_L_04","Natzuhini",55.247155,-132.879137,2019-06-16,2019,"outside ","50",5,20,0,0,"sand","sand",4,4,4,"Becca, Adri","Live clams 0m-20m, Sparse cobble throughout"
"961","NAUK","A","2017_H_05","Naukati ",55.862405,-133.190722,2019-05-21,2019,"inside ","10",1,20,0,0,"muddy sand","sandy mud",3,2,2.5,"Lassi, Becca ","Sparse cobble 30m-50m"
"962","NAUK","A","2017_H_05","Naukati ",55.862405,-133.190722,2019-05-21,2019,"inside ","20",2,20,0,0,"muddy sand","sandy mud",3,2,2.5,"Lassi, Becca ","Sparse cobble 30m-50m"
"963","NAUK","A","2017_H_05","Naukati ",55.862405,-133.190722,2019-05-21,2019,"inside ","30",3,20,1,0.05,"muddy sand","sandy mud",3,2,2.5,"Lassi, Becca ","Sparse cobble 30m-50m"
"964","NAUK","A","2017_H_05","Naukati ",55.862405,-133.190722,2019-05-21,2019,"inside ","40",4,20,5,0.25,"muddy sand","sandy mud",3,2,2.5,"Lassi, Becca ","Sparse cobble 30m-50m"
"965","NAUK","A","2017_H_05","Naukati ",55.862405,-133.190722,2019-05-21,2019,"inside ","50",5,20,6,0.3,"muddy sand","sandy mud",3,2,2.5,"Lassi, Becca ","Sparse cobble 30m-50m"
"966","NAUK","A","2017_H_05","Naukati ",55.862405,-133.190722,2019-05-21,2019,"edge ","10",1,20,0,0,"mud","mud",1,1,1,"Lassi, Becca ",NA
"967","NAUK","A","2017_H_05","Naukati ",55.862405,-133.190722,2019-05-21,2019,"edge ","20",2,20,0,0,"mud","mud",1,1,1,"Lassi, Becca ",NA
"968","NAUK","A","2017_H_05","Naukati ",55.862405,-133.190722,2019-05-21,2019,"edge ","30",3,20,0,0,"mud","mud",1,1,1,"Lassi, Becca ",NA
"969","NAUK","A","2017_H_05","Naukati ",55.862405,-133.190722,2019-05-21,2019,"edge ","40",4,20,0,0,"mud","mud",1,1,1,"Lassi, Becca ",NA
"970","NAUK","A","2017_H_05","Naukati ",55.862405,-133.190722,2019-05-21,2019,"edge ","50",5,20,0,0,"mud","mud",1,1,1,"Lassi, Becca ",NA
"971","NAUK","A","2017_H_05","Naukati ",55.862405,-133.190722,2019-05-21,2019,"outside ","10",1,20,0,0,"muddy sand","sandy mud",3,2,2.5,"Lassi, Becca ","Sparse Cobble 0m-50m"
"972","NAUK","A","2017_H_05","Naukati ",55.862405,-133.190722,2019-05-21,2019,"outside ","20",2,20,0,0,"muddy sand","sandy mud",3,2,2.5,"Lassi, Becca ","Sparse Cobble 0m-50m"
"973","NAUK","A","2017_H_05","Naukati ",55.862405,-133.190722,2019-05-21,2019,"outside ","30",3,20,0,0,"muddy sand","sandy mud",3,2,2.5,"Lassi, Becca ","Sparse Cobble 0m-50m"
"974","NAUK","A","2017_H_05","Naukati ",55.862405,-133.190722,2019-05-21,2019,"outside ","40",4,20,1,0.05,"sand","sandy mud",4,2,3,"Lassi, Becca ","Sparse Cobble 0m-50m"
"975","NAUK","A","2017_H_05","Naukati ",55.862405,-133.190722,2019-05-21,2019,"outside ","50",5,20,6,0.3,"sand","sandy mud",4,2,3,"Lassi, Becca ","Sparse Cobble 0m-50m"
"976","NFEI","A","2017_M_02","North Fish Egg",55.49709,-133.17,2019-04-19,2019,"inside ","10",1,20,0,0,"mud","mud",1,1,1,"Bryce, Lassi",NA
"977","NFEI","A","2017_M_02","North Fish Egg",55.49709,-133.17,2019-04-19,2019,"inside ","20",2,20,1,0.05,"mud","sandy mud",1,2,1.5,"Bryce, Lassi",NA
"978","NFEI","A","2017_M_02","North Fish Egg",55.49709,-133.17,2019-04-19,2019,"inside ","30",3,20,8,0.4,"mud","sandy mud",1,2,1.5,"Bryce, Lassi",NA
"979","NFEI","A","2017_M_02","North Fish Egg",55.49709,-133.17,2019-04-19,2019,"inside ","40",4,20,4,0.2,"mud","sandy mud",1,2,1.5,"Bryce, Lassi",NA
"980","NFEI","A","2017_M_02","North Fish Egg",55.49709,-133.17,2019-04-19,2019,"inside ","50",5,20,4,0.2,"mud","sandy mud",1,2,1.5,"Bryce, Lassi",NA
"981","NFEI","A","2017_M_02","North Fish Egg",55.49709,-133.17,2019-04-19,2019,"edge ","10",1,20,0,0,"muddy sand","sandy mud",3,2,2.5,"Bryce, Lassi",NA
"982","NFEI","A","2017_M_02","North Fish Egg",55.49709,-133.17,2019-04-19,2019,"edge ","20",2,20,0,0,"muddy sand","mud",3,1,2,"Bryce, Lassi",NA
"983","NFEI","A","2017_M_02","North Fish Egg",55.49709,-133.17,2019-04-19,2019,"edge ","30",3,20,0,0,"muddy sand","mud",3,1,2,"Bryce, Lassi",NA
"984","NFEI","A","2017_M_02","North Fish Egg",55.49709,-133.17,2019-04-19,2019,"edge ","40",4,20,0,0,"mud","sandy mud",1,2,1.5,"Bryce, Lassi",NA
"985","NFEI","A","2017_M_02","North Fish Egg",55.49709,-133.17,2019-04-19,2019,"edge ","50",5,20,0,0,"mud","sandy mud",1,2,1.5,"Bryce, Lassi",NA
"986","NFEI","A","2017_M_02","North Fish Egg",55.49709,-133.17,2019-04-19,2019,"outside ","10",1,20,2,0.1,"muddy sand","sandy mud",3,2,2.5,"Bryce, Lassi",NA
"987","NFEI","A","2017_M_02","North Fish Egg",55.49709,-133.17,2019-04-19,2019,"outside ","20",2,20,1,0.05,"sandy mud","muddy sand",2,3,2.5,"Bryce, Lassi",NA
"988","NFEI","A","2017_M_02","North Fish Egg",55.49709,-133.17,2019-04-19,2019,"outside ","30",3,20,0,0,"muddy sand","sandy mud",3,2,2.5,"Bryce, Lassi",NA
"989","NFEI","A","2017_M_02","North Fish Egg",55.49709,-133.17,2019-04-19,2019,"outside ","40",4,20,0,0,"muddy sand","sandy mud",3,2,2.5,"Bryce, Lassi",NA
"990","NFEI","A","2017_M_02","North Fish Egg",55.49709,-133.17,2019-04-19,2019,"outside ","50",5,20,0,0,"muddy sand","sand",3,4,3.5,"Bryce, Lassi",NA
"991","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2019-05-09,2019,"inside","10",1,20,2,0.1,"sand","muddy sand",4,3,3.5,"Lassi, Michele",NA
"992","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2019-05-09,2019,"inside","20",2,20,2,0.1,"sand","muddy sand",4,3,3.5,"Lassi, Michele",NA
"993","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2019-05-09,2019,"inside","30",3,20,0,0,"muddy sand","sandy mud",3,2,2.5,"Lassi, Michele",NA
"994","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2019-05-09,2019,"inside","40",4,20,0,0,"sandy mud","sandy mud",2,2,2,"Lassi, Michele",NA
"995","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2019-05-09,2019,"inside","50",5,20,0,0,"muddy sand","sand",3,4,3.5,"Lassi, Michele",NA
"996","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2019-05-09,2019,"edge","10",1,20,0,0,"muddy sand","pebble",3,6,4.5,"Lassi, Michele","Sparse Wood Through First 10m"
"997","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2019-05-09,2019,"edge","20",2,20,0,0,"sand","muddy sand",4,3,3.5,"Lassi, Michele",NA
"998","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2019-05-09,2019,"edge","30",3,20,0,0,"sand","muddy sand",4,3,3.5,"Lassi, Michele",NA
"999","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2019-05-09,2019,"edge","40",4,20,0,0,"sand","sand",4,4,4,"Lassi, Michele",NA
"1000","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2019-05-09,2019,"edge","50",5,20,0,0,"sand","sand",4,4,4,"Lassi, Michele",NA
"1001","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2019-05-09,2019,"outside ","10",1,20,0,0,"sand","muddy sand",4,3,3.5,"Lassi, Michele",NA
"1002","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2019-05-09,2019,"outside ","20",2,20,0,0,"course sand","pebble",5,6,5.5,"Lassi, Michele",NA
"1003","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2019-05-09,2019,"outside ","30",3,20,0,0,"sand","sand",4,4,4,"Lassi, Michele",NA
"1004","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2019-05-09,2019,"outside ","40",4,20,0,0,"sand","muddy sand",4,3,3.5,"Lassi, Michele",NA
"1005","NPAS","A","2017_L_03","North Pass",55.229358,-132.924121,2019-05-09,2019,"outside ","50",5,20,0,0,"course sand","pebble",5,6,5.5,"Lassi, Michele",NA
"1006","NOSK","A","2017_H_02","Nossuk Bay ",55.7073,-133.342,2019-06-14,2019,"inside ","10",1,20,1,0.05,"mud","mud",1,1,1,"Lia","Done on snorkle "
"1007","NOSK","A","2017_H_02","Nossuk Bay ",55.7073,-133.342,2019-06-14,2019,"inside ","20",2,20,1,0.05,"mud","mud",1,1,1,"Lia","Done on snorkle "
"1008","NOSK","A","2017_H_02","Nossuk Bay ",55.7073,-133.342,2019-06-14,2019,"inside ","30",3,20,2,0.1,"mud","mud",1,1,1,"Lia","Done on snorkle "
"1009","NOSK","A","2017_H_02","Nossuk Bay ",55.7073,-133.342,2019-06-14,2019,"inside ","40",4,20,0,0,"mud","mud",1,1,1,"Lia","Done on snorkle "
"1010","NOSK","A","2017_H_02","Nossuk Bay ",55.7073,-133.342,2019-06-14,2019,"inside ","50",5,20,0,0,"mud","mud",1,1,1,"Lia","Done on snorkle "
"1011","NOSK","A","2017_H_02","Nossuk Bay ",55.7073,-133.342,2019-06-14,2019,"edge ","10",1,20,0,0,"mud","mud",1,1,1,"Lia","Done on snorkle, Lots of wood debris, old shell hash on shore edge "
"1012","NOSK","A","2017_H_02","Nossuk Bay ",55.7073,-133.342,2019-06-14,2019,"edge ","20",2,20,0,0,"mud","mud",1,1,1,"Lia","Done on snorkle, Lots of wood debris, old shell hash on shore edge "
"1013","NOSK","A","2017_H_02","Nossuk Bay ",55.7073,-133.342,2019-06-14,2019,"edge ","30",3,20,0,0,"mud","mud",1,1,1,"Lia","Done on snorkle, Lots of wood debris, old shell hash on shore edge "
"1014","NOSK","A","2017_H_02","Nossuk Bay ",55.7073,-133.342,2019-06-14,2019,"edge ","40",4,20,1,0.05,"mud","mud",1,1,1,"Lia","Done on snorkle, Lots of wood debris, old shell hash on shore edge "
"1015","NOSK","A","2017_H_02","Nossuk Bay ",55.7073,-133.342,2019-06-14,2019,"edge ","50",5,20,0,0,"mud","mud",1,1,1,"Lia","Done on snorkle, Lots of wood debris, old shell hash on shore edge "
"1016","NOSK","A","2017_H_02","Nossuk Bay ",55.7073,-133.342,2019-06-14,2019,"outside ","10",1,20,0,0,"mud","mud",1,1,1,"Bryce, Tim","Sparse cobble 20m-50m"
"1017","NOSK","A","2017_H_02","Nossuk Bay ",55.7073,-133.342,2019-06-14,2019,"outside ","20",2,20,0,0,"mud","mud",1,1,1,"Bryce, Tim","Sparse cobble 20m-50m"
"1018","NOSK","A","2017_H_02","Nossuk Bay ",55.7073,-133.342,2019-06-14,2019,"outside ","30",3,20,1,0.05,"mud","mud",1,1,1,"Bryce, Tim","Sparse cobble 20m-50m"
"1019","NOSK","A","2017_H_02","Nossuk Bay ",55.7073,-133.342,2019-06-14,2019,"outside ","40",4,20,0,0,"mud","mud",1,1,1,"Bryce, Tim","Sparse cobble 20m-50m"
"1020","NOSK","A","2017_H_02","Nossuk Bay ",55.7073,-133.342,2019-06-14,2019,"outside ","50",5,20,2,0.1,"mud","mud",1,1,1,"Bryce, Tim","Sparse cobble 20m-50m"
"1021","REFU","A","2017_M_08","Port Refugio",55.282137,-133.334028,2019-05-19,2019,"inside","10",1,20,1,0.05,"sandy mud","mud",2,1,1.5,"Becca, Ilya",NA
"1022","REFU","A","2017_M_08","Port Refugio",55.282137,-133.334028,2019-05-19,2019,"inside","20",2,20,0,0,"sandy mud","mud",2,1,1.5,"Becca, Ilya",NA
"1023","REFU","A","2017_M_08","Port Refugio",55.282137,-133.334028,2019-05-19,2019,"inside","30",3,20,0,0,"mud","mud",1,1,1,"Becca, Ilya",NA
"1024","REFU","A","2017_M_08","Port Refugio",55.282137,-133.334028,2019-05-19,2019,"inside","40",4,20,0,0,"mud","mud",1,1,1,"Becca, Ilya",NA
"1025","REFU","A","2017_M_08","Port Refugio",55.282137,-133.334028,2019-05-19,2019,"inside","50",5,20,0,0,"mud","mud",1,1,1,"Becca, Ilya",NA
"1026","REFU","A","2017_M_08","Port Refugio",55.282137,-133.334028,2019-05-19,2019,"edge ","10",1,20,0,0,"mud","mud",1,1,1,"Becca, Ilya",NA
"1027","REFU","A","2017_M_08","Port Refugio",55.282137,-133.334028,2019-05-19,2019,"edge ","20",2,20,0,0,"mud","mud",1,1,1,"Becca, Ilya",NA
"1028","REFU","A","2017_M_08","Port Refugio",55.282137,-133.334028,2019-05-19,2019,"edge ","30",3,20,0,0,"mud","mud",1,1,1,"Becca, Ilya",NA
"1029","REFU","A","2017_M_08","Port Refugio",55.282137,-133.334028,2019-05-19,2019,"edge ","40",4,20,0,0,"mud","mud",1,1,1,"Becca, Ilya",NA
"1030","REFU","A","2017_M_08","Port Refugio",55.282137,-133.334028,2019-05-19,2019,"edge ","50",5,20,0,0,"mud","mud",1,1,1,"Becca, Ilya",NA
"1031","REFU","A","2017_M_08","Port Refugio",55.282137,-133.334028,2019-05-19,2019,"outside ","10",1,20,0,0,"mud","mud",1,1,1,"Becca, Ilya",NA
"1032","REFU","A","2017_M_08","Port Refugio",55.282137,-133.334028,2019-05-19,2019,"outside ","20",2,20,0,0,"mud","mud",1,1,1,"Becca, Ilya",NA
"1033","REFU","A","2017_M_08","Port Refugio",55.282137,-133.334028,2019-05-19,2019,"outside ","30",3,20,0,0,"mud","mud",1,1,1,"Becca, Ilya",NA
"1034","REFU","A","2017_M_08","Port Refugio",55.282137,-133.334028,2019-05-19,2019,"outside ","40",4,20,1,0.05,"mud","mud",1,1,1,"Becca, Ilya",NA
"1035","REFU","A","2017_M_08","Port Refugio",55.282137,-133.334028,2019-05-19,2019,"outside ","50",5,20,0,0,"mud","mud",1,1,1,"Becca, Ilya",NA
"1036","SWAD","A","2017_M_04","S Wadleigh Island",55.52904,-133.147,2019-05-10,2019,"inside","10",1,20,1,0.05,"mud","mud",1,1,1,"Becca, Bryce",NA
"1037","SWAD","A","2017_M_04","S Wadleigh Island",55.52904,-133.147,2019-05-10,2019,"inside","20",2,20,2,0.1,"mud","mud",1,1,1,"Becca, Bryce",NA
"1038","SWAD","A","2017_M_04","S Wadleigh Island",55.52904,-133.147,2019-05-10,2019,"inside","30",3,20,1,0.05,"mud","mud",1,1,1,"Becca, Bryce",NA
"1039","SWAD","A","2017_M_04","S Wadleigh Island",55.52904,-133.147,2019-05-10,2019,"inside","40",4,20,0,0,"mud","mud",1,1,1,"Becca, Bryce",NA
"1040","SWAD","A","2017_M_04","S Wadleigh Island",55.52904,-133.147,2019-05-10,2019,"inside","50",5,20,0,0,"mud","mud",1,1,1,"Becca, Bryce",NA
"1041","SWAD","A","2017_M_04","S Wadleigh Island",55.52904,-133.147,2019-05-10,2019,"edge","10",1,20,1,0.05,"mud","mud",1,1,1,"Becca, Bryce",NA
"1042","SWAD","A","2017_M_04","S Wadleigh Island",55.52904,-133.147,2019-05-10,2019,"edge","20",2,20,1,0.05,"mud","mud",1,1,1,"Becca, Bryce",NA
"1043","SWAD","A","2017_M_04","S Wadleigh Island",55.52904,-133.147,2019-05-10,2019,"edge","30",3,20,2,0.1,"mud","mud",1,1,1,"Becca, Bryce",NA
"1044","SWAD","A","2017_M_04","S Wadleigh Island",55.52904,-133.147,2019-05-10,2019,"edge","40",4,20,1,0.05,"mud","mud",1,1,1,"Becca, Bryce",NA
"1045","SWAD","A","2017_M_04","S Wadleigh Island",55.52904,-133.147,2019-05-10,2019,"edge","50",5,20,0,0,"mud","mud",1,1,1,"Becca, Bryce",NA
"1046","SWAD","A","2017_M_04","S Wadleigh Island",55.52904,-133.147,2019-05-10,2019,"outside ","10",1,20,0,0,"mud","mud",1,1,1,"Becca, Bryce",NA
"1047","SWAD","A","2017_M_04","S Wadleigh Island",55.52904,-133.147,2019-05-10,2019,"outside ","20",2,20,2,0.1,"mud","mud",1,1,1,"Becca, Bryce",NA
"1048","SWAD","A","2017_M_04","S Wadleigh Island",55.52904,-133.147,2019-05-10,2019,"outside ","30",3,20,1,0.05,"mud","mud",1,1,1,"Becca, Bryce",NA
"1049","SWAD","A","2017_M_04","S Wadleigh Island",55.52904,-133.147,2019-05-10,2019,"outside ","40",4,20,0,0,"mud","mud",1,1,1,"Becca, Bryce",NA
"1050","SWAD","A","2017_M_04","S Wadleigh Island",55.52904,-133.147,2019-05-10,2019,"outside ","50",5,20,0,0,"mud","mud",1,1,1,"Becca, Bryce",NA
"1051","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2019-05-05,2019,"outside ","10",1,20,3,0.15,"gravel","muddy sand",7,3,5,"Lia, Becca","Some Cobble 31-40m"
"1052","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2019-05-05,2019,"outside ","20",2,20,9,0.45,"gravel","muddy sand",7,3,5,"Lia, Becca","Some Cobble 31-40m"
"1053","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2019-05-05,2019,"outside ","30",3,20,6,0.3,"gravel","sand",7,4,5.5,"Lia, Becca","Some Cobble 31-40m"
"1054","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2019-05-05,2019,"outside ","40",4,20,2,0.1,"gravel","sand",7,4,5.5,"Lia, Becca","Some Cobble 31-40m"
"1055","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2019-05-05,2019,"outside ","50",5,20,1,0.05,"gravel","sand",7,4,5.5,"Lia, Becca","Some Cobble 31-40m"
"1056","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2019-06-02,2019,"edge","10",1,20,9,0.45,"muddy sand","pebble",3,6,4.5,"Lia, Nicole ",NA
"1057","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2019-06-02,2019,"edge","20",2,20,9,0.45,"muddy sand","pebble",3,6,4.5,"Lia, Nicole ",NA
"1058","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2019-06-02,2019,"edge","30",3,20,9,0.45,"muddy sand","pebble",3,6,4.5,"Lia, Nicole ",NA
"1059","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2019-06-02,2019,"edge","40",4,20,7,0.35,"sandy mud","pebble",2,6,4,"Lia, Nicole ",NA
"1060","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2019-06-02,2019,"edge","50",5,20,2,0.1,"sandy mud","pebble",2,6,4,"Lia, Nicole ",NA
"1061","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2019-06-02,2019,"inside","10",1,20,5,0.25,"sandy mud","mud",2,1,1.5,"Lia, Nicole ","Done on snorkle "
"1062","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2019-06-02,2019,"inside","20",2,20,1,0.05,"sandy mud","mud",2,1,1.5,"Lia, Nicole ","Done on snorkle "
"1063","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2019-06-02,2019,"inside","30",3,20,2,0.1,"sandy mud","mud",2,1,1.5,"Lia, Nicole ","Done on snorkle "
"1064","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2019-06-02,2019,"inside","40",4,20,4,0.2,"sandy mud","sandy mud",2,2,2,"Lia, Nicole ","Done on snorkle "
"1065","SALA","A","2017_H_01","Salt Lake Bay",55.672389,-133.377184,2019-06-02,2019,"inside","50",5,20,1,0.05,"sandy mud","mud",2,1,1.5,"Lia, Nicole ","Done on snorkle "
"1066","CALD","A","","Shakan - eel",56.200908,-133.521038,2019-06-07,2019,"inside ","10",1,20,0,0,"cobble","sand",8,4,6,"Bryce, Koby","Collected where seined, Sparse cobble 0m-30m"
"1067","CALD","A","","Shakan - eel",56.200908,-133.521038,2019-06-07,2019,"inside ","20",2,20,0,0,"cobble","muddy sand",8,3,5.5,"Bryce, Koby","Collected where seined, Sparse cobble 0m-30m"
"1068","CALD","A","","Shakan - eel",56.200908,-133.521038,2019-06-07,2019,"inside ","30",3,20,1,0.05,"cobble","muddy sand",8,3,5.5,"Bryce, Koby","Collected where seined, Sparse cobble 0m-30m"
"1069","CALD","A","","Shakan - eel",56.200908,-133.521038,2019-06-07,2019,"inside ","40",4,20,1,0.05,"sandy mud","cobble",2,8,5,"Bryce, Koby","Collected where seined, Sparse cobble 0m-30m"
"1070","CALD","A","","Shakan - eel",56.200908,-133.521038,2019-06-07,2019,"inside ","50",5,20,0,0,"sandy mud","cobble",2,8,5,"Bryce, Koby","Collected where seined, Sparse cobble 0m-30m"
"1071","CALD","A","","Shakan - eel",56.200908,-133.521038,2019-06-07,2019,"edge ","10",1,20,0,0,"mud","mud",1,1,1,"Lia, Ginny ","Done on snorkle "
"1072","CALD","A","","Shakan - eel",56.200908,-133.521038,2019-06-07,2019,"edge ","20",2,20,0,0,"mud","mud",1,1,1,"Lia, Ginny ","Done on snorkle "
